,array,dataset,target_idx,interf_idx,sir,snr,bf,sar_out,sir_in,snr_in,sir_out,snr_out,pesq_in,pesq_out
0,0.0,0.0,0.0,2.0,0.0,0.0,dpDS,-0.1811710469354313,3.8437220487739685,0.01672271511649792,3.8394044404273653,4.62677532360963,1.607848882675171,1.8238288164138794
1,0.0,0.0,0.0,2.0,0.0,0.0,rtfMVDR,1.5607481890135968,3.8437220487739685,0.01672271511649792,14.806505090088322,7.377261986043,1.607848882675171,2.042754888534546
2,0.0,0.0,0.0,2.0,0.0,0.0,ecoMVDR,5.940403726997216,3.8437220487739685,0.01672271511649792,15.27491640987775,9.330708116942487,1.607848882675171,2.081714630126953
3,0.0,0.0,0.0,2.0,0.0,0.0,rtfLCMV,2.727148389623445,3.8437220487739685,0.01672271511649792,12.481732687558157,8.614247115858994,1.607848882675171,2.0771303176879883
4,0.0,0.0,0.0,2.0,0.0,0.0,ecoLCMV,6.068493056436447,3.8437220487739685,0.01672271511649792,32.47799327536424,8.901009167430116,1.607848882675171,2.1896393299102783
5,0.0,0.0,0.0,2.0,0.0,10.0,dpDS,-0.1811710469354313,3.8437220487739685,9.979414408990596,3.8394044404273653,14.668221817799708,1.9102482795715332,2.0671164989471436
6,0.0,0.0,0.0,2.0,0.0,10.0,rtfMVDR,4.73657705705375,3.8437220487739685,9.979414408990596,16.444936394215844,19.93863057278892,1.9102482795715332,2.488626718521118
7,0.0,0.0,0.0,2.0,0.0,10.0,ecoMVDR,5.900372451371233,3.8437220487739685,9.979414408990596,14.192818622035325,19.256618582254646,1.9102482795715332,2.4483377933502197
8,0.0,0.0,0.0,2.0,0.0,10.0,rtfLCMV,4.689365045073023,3.8437220487739685,9.979414408990596,16.817302746621607,19.066791335202694,1.9102482795715332,2.568183422088623
9,0.0,0.0,0.0,2.0,0.0,10.0,ecoLCMV,5.971724282965164,3.8437220487739685,9.979414408990596,35.832860108621254,18.761415476018996,1.9102482795715332,2.7182276248931885
10,0.0,0.0,0.0,2.0,0.0,20.0,dpDS,-0.1811710469354313,3.8437220487739685,20.015310812228684,3.8394044404273653,24.632095603441407,2.060783624649048,2.161971092224121
11,0.0,0.0,0.0,2.0,0.0,20.0,rtfMVDR,5.781605633523522,3.8437220487739685,20.015310812228684,14.314878692930353,29.309514924807594,2.060783624649048,2.6337578296661377
12,0.0,0.0,0.0,2.0,0.0,20.0,ecoMVDR,5.907800327547066,3.8437220487739685,20.015310812228684,14.214618079123156,29.28962935329368,2.060783624649048,2.652137041091919
13,0.0,0.0,0.0,2.0,0.0,20.0,rtfLCMV,5.756667136434563,3.8437220487739685,20.015310812228684,26.72270461010603,28.708594182789298,2.060783624649048,3.2695841789245605
14,0.0,0.0,0.0,2.0,0.0,20.0,ecoLCMV,5.979235307441342,3.8437220487739685,20.015310812228684,35.49786072951435,28.789039156928744,2.060783624649048,3.317485809326172
15,0.0,0.0,0.0,2.0,10.0,0.0,dpDS,-0.1811710469354313,13.84372204877397,0.007170421889633915,13.839404440427368,4.677416851033189,1.613962173461914,1.9617719650268555
16,0.0,0.0,0.0,2.0,10.0,0.0,rtfMVDR,1.895405614910305,13.84372204877397,0.007170421889633915,25.353187047786495,7.525261550285,1.613962173461914,2.138807535171509
17,0.0,0.0,0.0,2.0,10.0,0.0,ecoMVDR,5.8687465154958165,13.84372204877397,0.007170421889633915,23.5406111156591,9.26813567723885,1.613962173461914,2.21333384513855
18,0.0,0.0,0.0,2.0,10.0,0.0,rtfLCMV,3.8474695236079843,13.84372204877397,0.007170421889633915,20.602583860852803,7.7584350381475575,1.613962173461914,2.0696537494659424
19,0.0,0.0,0.0,2.0,10.0,0.0,ecoLCMV,5.896088205119359,13.84372204877397,0.007170421889633915,46.038719987081336,8.70812724624539,1.613962173461914,2.2009449005126953
20,0.0,0.0,0.0,2.0,10.0,10.0,dpDS,-0.1811710469354313,13.84372204877397,9.988338059255337,13.839404440427368,14.642165901703033,2.202589750289917,2.4042961597442627
21,0.0,0.0,0.0,2.0,10.0,10.0,rtfMVDR,4.552687709496589,13.84372204877397,9.988338059255337,27.023625285418937,19.44901133791853,2.202589750289917,2.7244555950164795
22,0.0,0.0,0.0,2.0,10.0,10.0,ecoMVDR,5.907561464507891,13.84372204877397,9.988338059255337,24.336995417963713,19.26072842922758,2.202589750289917,2.7041022777557373
23,0.0,0.0,0.0,2.0,10.0,10.0,rtfLCMV,5.784636436821399,13.84372204877397,9.988338059255337,22.183932408707562,18.965759624882924,2.202589750289917,2.6471285820007324
24,0.0,0.0,0.0,2.0,10.0,10.0,ecoLCMV,5.98680388511045,13.84372204877397,9.988338059255337,46.07292436920274,18.770086277072853,2.202589750289917,2.7404189109802246
25,0.0,0.0,0.0,2.0,10.0,20.0,dpDS,-0.1811710469354313,13.84372204877397,19.989103955066916,13.839404440427368,24.643098152301455,2.5183234214782715,2.627350091934204
26,0.0,0.0,0.0,2.0,10.0,20.0,rtfMVDR,5.797114159015604,13.84372204877397,19.989103955066916,23.577860277199907,29.2084869487375,2.5183234214782715,3.0561227798461914
27,0.0,0.0,0.0,2.0,10.0,20.0,ecoMVDR,5.858095113868078,13.84372204877397,19.989103955066916,23.441637456902594,29.19434392101122,2.5183234214782715,3.058960199356079
28,0.0,0.0,0.0,2.0,10.0,20.0,rtfLCMV,5.8006324370325,13.84372204877397,19.989103955066916,28.34595449214769,28.525708862372493,2.5183234214782715,3.209763288497925
