,array,dataset,target_idx,interf_idx,sir,snr,bf,sar_out,sir_in,snr_in,sdr_in,sir_out,snr_out,sdr_out,pesq_in,pesq_out
0,0.0,0.0,0.0,2.0,0.0,0.0,dpDS,-0.1811710469354313,3.8437220487739685,0.0005897961954387703,-1.526471976797912,3.8394044404273653,4.664874501646702,1.188559121520656,1.612592339515686,1.8352118730545044
1,0.0,0.0,0.0,2.0,0.0,0.0,rtfMVDR,1.7496394148865861,3.8437220487739685,0.0005897961954387703,-1.526471976797912,16.07401266370448,8.0126838890643,7.383294848417615,1.612592339515686,2.0931155681610107
2,0.0,0.0,0.0,2.0,0.0,0.0,ecoMVDR,5.886879851292779,3.8437220487739685,0.0005897961954387703,-1.526471976797912,13.995523188189143,9.260657935544351,7.9788227136815095,1.612592339515686,2.1060590744018555
3,0.0,0.0,0.0,2.0,0.0,0.0,rtfLCMV,2.9784174506467416,3.8437220487739685,0.0005897961954387703,-1.526471976797912,12.454976829114138,8.922375310928473,7.314044791323957,1.612592339515686,2.0730321407318115
4,0.0,0.0,0.0,2.0,0.0,0.0,ecoLCMV,5.934370167758136,3.8437220487739685,0.0005897961954387703,-1.526471976797912,36.85004320701537,8.745935876181365,8.740637527372817,1.612592339515686,2.229843854904175
5,0.0,0.0,0.0,2.0,0.0,10.0,dpDS,-0.1811710469354313,3.8437220487739685,10.025762265186009,2.9155494368507067,3.8394044404273653,14.64388227572628,3.5066227560005774,1.9514782428741455,2.0625128746032715
6,0.0,0.0,0.0,2.0,0.0,10.0,rtfMVDR,4.764149841917572,3.8437220487739685,10.025762265186009,2.9155494368507067,16.829859896671504,19.810420891929898,15.075275989906768,1.9514782428741455,2.503157615661621
7,0.0,0.0,0.0,2.0,0.0,10.0,ecoMVDR,5.896867260722356,3.8437220487739685,10.025762265186009,2.9155494368507067,13.959867318333936,19.277001737421298,12.850441854982577,1.9514782428741455,2.435359239578247
8,0.0,0.0,0.0,2.0,0.0,10.0,rtfLCMV,4.789017361114778,3.8437220487739685,10.025762265186009,2.9155494368507067,16.16487088669199,18.982471423555836,14.37816387715991,1.9514782428741455,2.590308427810669
9,0.0,0.0,0.0,2.0,0.0,10.0,ecoLCMV,5.9531853110506745,3.8437220487739685,10.025762265186009,2.9155494368507067,36.30416760639766,18.774099442381385,18.696517404691374,1.9514782428741455,2.734260320663452
10,0.0,0.0,0.0,2.0,0.0,20.0,dpDS,-0.1811710469354313,3.8437220487739685,19.992306116377282,3.7441490539040463,3.8394044404273653,24.682349477411943,3.806816999680061,2.063100576400757,2.1694793701171875
11,0.0,0.0,0.0,2.0,0.0,20.0,rtfMVDR,5.557333047376195,3.8437220487739685,19.992306116377282,3.7441490539040463,17.886686276448692,29.209264579249673,17.58262785604824,2.063100576400757,2.7777202129364014
12,0.0,0.0,0.0,2.0,0.0,20.0,ecoMVDR,5.737697096731001,3.8437220487739685,19.992306116377282,3.7441490539040463,13.83420971919968,29.374952488677835,13.709808028805561,2.063100576400757,2.627868890762329
13,0.0,0.0,0.0,2.0,0.0,20.0,rtfLCMV,5.607242772232466,3.8437220487739685,19.992306116377282,3.7441490539040463,24.2750865424153,28.62101102131576,22.880528020867928,2.063100576400757,3.2097461223602295
14,0.0,0.0,0.0,2.0,0.0,20.0,ecoLCMV,5.855385568775747,3.8437220487739685,19.992306116377282,3.7441490539040463,19.233795034603375,29.079834779926983,18.805864441637766,2.063100576400757,3.119849681854248
15,0.0,0.0,0.0,2.0,10.0,0.0,dpDS,-0.1811710469354313,13.84372204877397,0.021974638073202185,-0.15369785964574245,13.839404440427368,4.67814433465357,4.1663234248988426,1.6266745328903198,1.9453060626983643
16,0.0,0.0,0.0,2.0,10.0,0.0,rtfMVDR,1.6639666353487548,13.84372204877397,0.021974638073202185,-0.15369785964574245,25.424475067616825,7.918833064400657,7.846938192080377,1.6266745328903198,2.0736887454986572
17,0.0,0.0,0.0,2.0,10.0,0.0,ecoMVDR,5.917531785497172,13.84372204877397,0.021974638073202185,-0.15369785964574245,24.220893882671064,9.265335154871435,9.125807195214072,1.6266745328903198,2.2025463581085205
18,0.0,0.0,0.0,2.0,10.0,0.0,rtfLCMV,3.802358119579861,13.84372204877397,0.021974638073202185,-0.15369785964574245,21.326200811952862,9.024623333352459,8.775315671943702,1.6266745328903198,2.1301214694976807
19,0.0,0.0,0.0,2.0,10.0,0.0,ecoLCMV,6.007506356644599,13.84372204877397,0.021974638073202185,-0.15369785964574245,45.620796520744015,8.790976467193843,8.79048346125984,1.6266745328903198,2.176896095275879
20,0.0,0.0,0.0,2.0,10.0,10.0,dpDS,-0.1811710469354313,13.84372204877397,9.984907997988575,8.479574357776844,13.839404440427368,14.613505017587439,11.180102151346464,2.214071273803711,2.398405075073242
21,0.0,0.0,0.0,2.0,10.0,10.0,rtfMVDR,4.322808339758455,13.84372204877397,9.984907997988575,8.479574357776844,27.726745367887958,19.12028547432575,18.56542237515788,2.214071273803711,2.7259864807128906
22,0.0,0.0,0.0,2.0,10.0,10.0,ecoMVDR,5.855296689699713,13.84372204877397,9.984907997988575,8.479574357776844,23.993796519646054,19.18419680287476,17.947341089484862,2.214071273803711,2.7015480995178223
23,0.0,0.0,0.0,2.0,10.0,10.0,rtfLCMV,5.75352518866209,13.84372204877397,9.984907997988575,8.479574357776844,21.9827941512158,19.04849412966823,17.280186439383012,2.214071273803711,2.6298511028289795
