,signal,room_code,src_id,mic_id,path_hdf5,delay
311,rir,010000,2,1,/rir/010000/2,82275
312,rir,010000,2,2,/rir/010000/2,82275
313,rir,010000,2,3,/rir/010000/2,82275
314,rir,010000,2,4,/rir/010000/2,82275
315,rir,010000,2,5,/rir/010000/2,82275
316,rir,010000,2,6,/rir/010000/2,82275
317,rir,010000,2,7,/rir/010000/2,82275
318,rir,010000,2,8,/rir/010000/2,82275
319,rir,010000,2,9,/rir/010000/2,82275
320,rir,010000,2,10,/rir/010000/2,82275
321,rir,010000,2,11,/rir/010000/2,82275
322,rir,010000,2,12,/rir/010000/2,82275
323,rir,010000,2,13,/rir/010000/2,82275
324,rir,010000,2,14,/rir/010000/2,82275
325,rir,010000,2,15,/rir/010000/2,82275
326,rir,010000,2,16,/rir/010000/2,82275
327,rir,010000,2,17,/rir/010000/2,82275
328,rir,010000,2,18,/rir/010000/2,82275
329,rir,010000,2,19,/rir/010000/2,82275
330,rir,010000,2,20,/rir/010000/2,82275
331,rir,010000,2,21,/rir/010000/2,82275
332,rir,010000,2,22,/rir/010000/2,82275
333,rir,010000,2,23,/rir/010000/2,82275
334,rir,010000,2,24,/rir/010000/2,82275
335,rir,010000,2,25,/rir/010000/2,82275
336,rir,010000,2,26,/rir/010000/2,82275
337,rir,010000,2,27,/rir/010000/2,82275
338,rir,010000,2,28,/rir/010000/2,82275
339,rir,010000,2,29,/rir/010000/2,82275
340,rir,010000,2,30,/rir/010000/2,82275
341,rir,010000,3,0,/rir/010000/3,95236
342,rir,010000,3,1,/rir/010000/3,95236
343,rir,010000,3,2,/rir/010000/3,95236
344,rir,010000,3,3,/rir/010000/3,95236
345,rir,010000,3,4,/rir/010000/3,95236
346,rir,010000,3,5,/rir/010000/3,95236
347,rir,010000,3,6,/rir/010000/3,95236
348,rir,010000,3,7,/rir/010000/3,95236
349,rir,010000,3,8,/rir/010000/3,95236
350,rir,010000,3,9,/rir/010000/3,95236
351,rir,010000,3,10,/rir/010000/3,95236
352,rir,010000,3,11,/rir/010000/3,95236
353,rir,010000,3,12,/rir/010000/3,95236
354,rir,010000,3,13,/rir/010000/3,95236
355,rir,010000,3,14,/rir/010000/3,95236
356,rir,010000,3,15,/rir/010000/3,95236
357,rir,010000,3,16,/rir/010000/3,95236
358,rir,010000,3,17,/rir/010000/3,95236
359,rir,010000,3,18,/rir/010000/3,95236
360,rir,010000,3,19,/rir/010000/3,95236
361,rir,010000,3,20,/rir/010000/3,95236
362,rir,010000,3,21,/rir/010000/3,95236
363,rir,010000,3,22,/rir/010000/3,95236
364,rir,010000,3,23,/rir/010000/3,95236
365,rir,010000,3,24,/rir/010000/3,95236
366,rir,010000,3,25,/rir/010000/3,95236
367,rir,010000,3,26,/rir/010000/3,95236
368,rir,010000,3,27,/rir/010000/3,95236
369,rir,010000,3,28,/rir/010000/3,95236
370,rir,010000,3,29,/rir/010000/3,95236
371,rir,010000,3,30,/rir/010000/3,95236
372,rir,010000,4,0,/rir/010000/4,76138
373,rir,010000,4,1,/rir/010000/4,76138
374,rir,010000,4,2,/rir/010000/4,76138
375,rir,010000,4,3,/rir/010000/4,76138
376,rir,010000,4,4,/rir/010000/4,76138
377,rir,010000,4,5,/rir/010000/4,76138
378,rir,010000,4,6,/rir/010000/4,76138
379,rir,010000,4,7,/rir/010000/4,76138
380,rir,010000,4,8,/rir/010000/4,76138
381,rir,010000,4,9,/rir/010000/4,76138
382,rir,010000,4,10,/rir/010000/4,76138
383,rir,010000,4,11,/rir/010000/4,76138
384,rir,010000,4,12,/rir/010000/4,76138
385,rir,010000,4,13,/rir/010000/4,76138
386,rir,010000,4,14,/rir/010000/4,76138
387,rir,010000,4,15,/rir/010000/4,76138
388,rir,010000,4,16,/rir/010000/4,76138
389,rir,010000,4,17,/rir/010000/4,76138
390,rir,010000,4,18,/rir/010000/4,76138
391,rir,010000,4,19,/rir/010000/4,76138
392,rir,010000,4,20,/rir/010000/4,76138
393,rir,010000,4,21,/rir/010000/4,76138
394,rir,010000,4,22,/rir/010000/4,76138
395,rir,010000,4,23,/rir/010000/4,76138
396,rir,010000,4,24,/rir/010000/4,76138
397,rir,010000,4,25,/rir/010000/4,76138
398,rir,010000,4,26,/rir/010000/4,76138
399,rir,010000,4,27,/rir/010000/4,76138
400,rir,010000,4,28,/rir/010000/4,76138
401,rir,010000,4,29,/rir/010000/4,76138
402,rir,010000,4,30,/rir/010000/4,76138
403,rir,010000,5,0,/rir/010000/5,85270
404,rir,010000,5,1,/rir/010000/5,85270
405,rir,010000,5,2,/rir/010000/5,85270
406,rir,010000,5,3,/rir/010000/5,85270
407,rir,010000,5,4,/rir/010000/5,85270
408,rir,010000,5,5,/rir/010000/5,85270
409,rir,010000,5,6,/rir/010000/5,85270
410,rir,010000,5,7,/rir/010000/5,85270
411,rir,010000,5,8,/rir/010000/5,85270
412,rir,010000,5,9,/rir/010000/5,85270
413,rir,010000,5,10,/rir/010000/5,85270
414,rir,010000,5,11,/rir/010000/5,85270
415,rir,010000,5,12,/rir/010000/5,85270
416,rir,010000,5,13,/rir/010000/5,85270
417,rir,010000,5,14,/rir/010000/5,85270
418,rir,010000,5,15,/rir/010000/5,85270
419,rir,010000,5,16,/rir/010000/5,85270
420,rir,010000,5,17,/rir/010000/5,85270
421,rir,010000,5,18,/rir/010000/5,85270
422,rir,010000,5,19,/rir/010000/5,85270
423,rir,010000,5,20,/rir/010000/5,85270
424,rir,010000,5,21,/rir/010000/5,85270
425,rir,010000,5,22,/rir/010000/5,85270
426,rir,010000,5,23,/rir/010000/5,85270
427,rir,010000,5,24,/rir/010000/5,85270
428,rir,010000,5,25,/rir/010000/5,85270
429,rir,010000,5,26,/rir/010000/5,85270
430,rir,010000,5,27,/rir/010000/5,85270
431,rir,010000,5,28,/rir/010000/5,85270
432,rir,010000,5,29,/rir/010000/5,85270
433,rir,010000,5,30,/rir/010000/5,85270
434,rir,010000,6,0,/rir/010000/6,94650
435,rir,010000,6,1,/rir/010000/6,94650
436,rir,010000,6,2,/rir/010000/6,94650
437,rir,010000,6,3,/rir/010000/6,94650
438,rir,010000,6,4,/rir/010000/6,94650
439,rir,010000,6,5,/rir/010000/6,94650
440,rir,010000,6,6,/rir/010000/6,94650
441,rir,010000,6,7,/rir/010000/6,94650
442,rir,010000,6,8,/rir/010000/6,94650
443,rir,010000,6,9,/rir/010000/6,94650
444,rir,010000,6,10,/rir/010000/6,94650
445,rir,010000,6,11,/rir/010000/6,94650
446,rir,010000,6,12,/rir/010000/6,94650
447,rir,010000,6,13,/rir/010000/6,94650
448,rir,010000,6,14,/rir/010000/6,94650
449,rir,010000,6,15,/rir/010000/6,94650
450,rir,010000,6,16,/rir/010000/6,94650
451,rir,010000,6,17,/rir/010000/6,94650
452,rir,010000,6,18,/rir/010000/6,94650
453,rir,010000,6,19,/rir/010000/6,94650
454,rir,010000,6,20,/rir/010000/6,94650
455,rir,010000,6,21,/rir/010000/6,94650
456,rir,010000,6,22,/rir/010000/6,94650
457,rir,010000,6,23,/rir/010000/6,94650
458,rir,010000,6,24,/rir/010000/6,94650
459,rir,010000,6,25,/rir/010000/6,94650
460,rir,010000,6,26,/rir/010000/6,94650
461,rir,010000,6,27,/rir/010000/6,94650
462,rir,010000,6,28,/rir/010000/6,94650
463,rir,010000,6,29,/rir/010000/6,94650
464,rir,010000,6,30,/rir/010000/6,94650
465,rir,010000,7,0,/rir/010000/7,24198
466,rir,010000,7,1,/rir/010000/7,24198
467,rir,010000,7,2,/rir/010000/7,24198
468,rir,010000,7,3,/rir/010000/7,24198
469,rir,010000,7,4,/rir/010000/7,24198
470,rir,010000,7,5,/rir/010000/7,24198
471,rir,010000,7,6,/rir/010000/7,24198
472,rir,010000,7,7,/rir/010000/7,24198
473,rir,010000,7,8,/rir/010000/7,24198
474,rir,010000,7,9,/rir/010000/7,24198
475,rir,010000,7,10,/rir/010000/7,24198
476,rir,010000,7,11,/rir/010000/7,24198
477,rir,010000,7,12,/rir/010000/7,24198
478,rir,010000,7,13,/rir/010000/7,24198
479,rir,010000,7,14,/rir/010000/7,24198
480,rir,010000,7,15,/rir/010000/7,24198
481,rir,010000,7,16,/rir/010000/7,24198
