,filename,src_id,src_ch,src_signal,room_code,room_rfl_floor,room_rfl_ceiling,room_rfl_west,room_rfl_south,room_rfl_east,room_rfl_north,room_fornitures,room_temperature,rec_silence_dB,rec_artifacts,mic_type,array_bar_x,array_bar_y,array_bar_z,mic_id,mic_ch,mic_pos_x,mic_pos_y,mic_pos_z,mic_signal,src_pos_x,src_pos_y,src_pos_z
2254,2020-01-23__00-11-06,2.0,34.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,23.0,55.0,3.70941264,3.89953559,0.91,chirp,1.523,0.883,1.044
2255,2020-01-23__00-11-06,2.0,34.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,24.0,56.0,3.66458736,3.85246441,0.91,chirp,1.523,0.883,1.044
2256,2020-01-23__00-11-06,2.0,34.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,25.0,57.0,3.59562541,3.78004723,0.91,chirp,1.523,0.883,1.044
2257,2020-01-23__00-11-06,2.0,34.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,26.0,58.0,3.12959949,3.37230619,1.46,chirp,1.523,0.883,1.044
2258,2020-01-23__00-11-06,2.0,34.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,27.0,59.0,3.09740374,3.39604294,1.46,chirp,1.523,0.883,1.044
2259,2020-01-23__00-11-06,2.0,34.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,28.0,60.0,3.05715905,3.42571389,1.46,chirp,1.523,0.883,1.044
2260,2020-01-23__00-11-06,2.0,34.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,29.0,61.0,3.00484095,3.46428611,1.46,chirp,1.523,0.883,1.044
2261,2020-01-23__00-11-06,2.0,34.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,30.0,62.0,2.92435157,3.523628,1.46,chirp,1.523,0.883,1.044
2262,2020-01-23__00-11-06,2.0,34.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,loopback,,,,,,,,,,1.523,0.883,1.044
2263,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,1.0,33.0,0.85771319,3.90990039,1.039,noise,1.523,0.883,1.044
2264,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,2.0,34.0,0.89503133,3.92430026,1.039,noise,1.523,0.883,1.044
2265,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,3.0,35.0,0.94167901,3.9423001,1.039,noise,1.523,0.883,1.044
2266,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,4.0,36.0,1.00232099,3.9656999,1.039,noise,1.523,0.883,1.044
2267,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,5.0,37.0,1.09561634,4.00169958,1.039,noise,1.523,0.883,1.044
2268,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,6.0,38.0,0.81689747,2.24411235,0.98,noise,1.523,0.883,1.044
2269,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,7.0,39.0,0.80321666,2.20652464,0.98,noise,1.523,0.883,1.044
2270,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,8.0,40.0,0.78611565,2.15954001,0.98,noise,1.523,0.883,1.044
2271,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,9.0,41.0,0.76388435,2.09845999,0.98,noise,1.523,0.883,1.044
2272,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,10.0,42.0,0.72968233,2.00449073,0.98,noise,1.523,0.883,1.044
2273,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,11.0,43.0,2.18273871,1.7263214,1.163,noise,1.523,0.883,1.044
2274,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,12.0,44.0,2.21808934,1.70760421,1.163,noise,1.523,0.883,1.044
2275,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,13.0,45.0,2.26227762,1.68420772,1.163,noise,1.523,0.883,1.044
2276,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,14.0,46.0,2.31972238,1.65379228,1.163,noise,1.523,0.883,1.044
2277,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,15.0,47.0,2.40809895,1.6069993,1.163,noise,1.523,0.883,1.044
2278,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,16.0,48.0,3.34254184,2.35745543,1.31,noise,1.523,0.883,1.044
2279,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,17.0,49.0,3.36391593,2.3912659,1.31,noise,1.523,0.883,1.044
2280,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,18.0,50.0,3.39063355,2.43352899,1.31,noise,1.523,0.883,1.044
2281,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,19.0,51.0,3.42536645,2.48847101,1.31,noise,1.523,0.883,1.044
2282,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,20.0,52.0,3.47880169,2.57299719,1.31,noise,1.523,0.883,1.044
2283,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,21.0,53.0,3.77147839,3.96471105,0.91,noise,1.523,0.883,1.044
2284,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,22.0,54.0,3.74389361,3.93574418,0.91,noise,1.523,0.883,1.044
2285,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,23.0,55.0,3.70941264,3.89953559,0.91,noise,1.523,0.883,1.044
2286,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,24.0,56.0,3.66458736,3.85246441,0.91,noise,1.523,0.883,1.044
2287,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,25.0,57.0,3.59562541,3.78004723,0.91,noise,1.523,0.883,1.044
2288,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,26.0,58.0,3.12959949,3.37230619,1.46,noise,1.523,0.883,1.044
2289,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,27.0,59.0,3.09740374,3.39604294,1.46,noise,1.523,0.883,1.044
2290,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,28.0,60.0,3.05715905,3.42571389,1.46,noise,1.523,0.883,1.044
2291,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,29.0,61.0,3.00484095,3.46428611,1.46,noise,1.523,0.883,1.044
2292,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,30.0,62.0,2.92435157,3.523628,1.46,noise,1.523,0.883,1.044
2293,2020-01-23__00-16-43,2.0,34.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,loopback,,,,,,,,,,1.523,0.883,1.044
2294,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,1.0,33.0,0.85771319,3.90990039,1.039,speech,1.523,0.883,1.044
2295,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,2.0,34.0,0.89503133,3.92430026,1.039,speech,1.523,0.883,1.044
2296,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,3.0,35.0,0.94167901,3.9423001,1.039,speech,1.523,0.883,1.044
2297,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,4.0,36.0,1.00232099,3.9656999,1.039,speech,1.523,0.883,1.044
2298,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,5.0,37.0,1.09561634,4.00169958,1.039,speech,1.523,0.883,1.044
2299,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,6.0,38.0,0.81689747,2.24411235,0.98,speech,1.523,0.883,1.044
2300,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,7.0,39.0,0.80321666,2.20652464,0.98,speech,1.523,0.883,1.044
2301,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,8.0,40.0,0.78611565,2.15954001,0.98,speech,1.523,0.883,1.044
2302,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,9.0,41.0,0.76388435,2.09845999,0.98,speech,1.523,0.883,1.044
2303,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,10.0,42.0,0.72968233,2.00449073,0.98,speech,1.523,0.883,1.044
2304,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,11.0,43.0,2.18273871,1.7263214,1.163,speech,1.523,0.883,1.044
2305,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,12.0,44.0,2.21808934,1.70760421,1.163,speech,1.523,0.883,1.044
2306,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,13.0,45.0,2.26227762,1.68420772,1.163,speech,1.523,0.883,1.044
2307,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,14.0,46.0,2.31972238,1.65379228,1.163,speech,1.523,0.883,1.044
2308,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,15.0,47.0,2.40809895,1.6069993,1.163,speech,1.523,0.883,1.044
2309,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,16.0,48.0,3.34254184,2.35745543,1.31,speech,1.523,0.883,1.044
2310,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,17.0,49.0,3.36391593,2.3912659,1.31,speech,1.523,0.883,1.044
2311,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,18.0,50.0,3.39063355,2.43352899,1.31,speech,1.523,0.883,1.044
2312,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,19.0,51.0,3.42536645,2.48847101,1.31,speech,1.523,0.883,1.044
2313,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,20.0,52.0,3.47880169,2.57299719,1.31,speech,1.523,0.883,1.044
2314,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,21.0,53.0,3.77147839,3.96471105,0.91,speech,1.523,0.883,1.044
2315,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,22.0,54.0,3.74389361,3.93574418,0.91,speech,1.523,0.883,1.044
2316,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,23.0,55.0,3.70941264,3.89953559,0.91,speech,1.523,0.883,1.044
2317,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,24.0,56.0,3.66458736,3.85246441,0.91,speech,1.523,0.883,1.044
2318,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,25.0,57.0,3.59562541,3.78004723,0.91,speech,1.523,0.883,1.044
2319,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,26.0,58.0,3.12959949,3.37230619,1.46,speech,1.523,0.883,1.044
2320,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,27.0,59.0,3.09740374,3.39604294,1.46,speech,1.523,0.883,1.044
2321,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,28.0,60.0,3.05715905,3.42571389,1.46,speech,1.523,0.883,1.044
2322,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,29.0,61.0,3.00484095,3.46428611,1.46,speech,1.523,0.883,1.044
2323,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,30.0,62.0,2.92435157,3.523628,1.46,speech,1.523,0.883,1.044
2324,2020-01-23__00-17-06,2.0,34.0,speech,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,loopback,,,,,,,,,,1.523,0.883,1.044
2325,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,1.0,33.0,0.85771319,3.90990039,1.039,chirp,4.287,2.069,1.074
2326,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,2.0,34.0,0.89503133,3.92430026,1.039,chirp,4.287,2.069,1.074
2327,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,3.0,35.0,0.94167901,3.9423001,1.039,chirp,4.287,2.069,1.074
2328,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,4.0,36.0,1.00232099,3.9656999,1.039,chirp,4.287,2.069,1.074
2329,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,5.0,37.0,1.09561634,4.00169958,1.039,chirp,4.287,2.069,1.074
2330,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,6.0,38.0,0.81689747,2.24411235,0.98,chirp,4.287,2.069,1.074
2331,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,7.0,39.0,0.80321666,2.20652464,0.98,chirp,4.287,2.069,1.074
2332,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,8.0,40.0,0.78611565,2.15954001,0.98,chirp,4.287,2.069,1.074
2333,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,9.0,41.0,0.76388435,2.09845999,0.98,chirp,4.287,2.069,1.074
2334,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,10.0,42.0,0.72968233,2.00449073,0.98,chirp,4.287,2.069,1.074
2335,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,11.0,43.0,2.18273871,1.7263214,1.163,chirp,4.287,2.069,1.074
2336,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,12.0,44.0,2.21808934,1.70760421,1.163,chirp,4.287,2.069,1.074
2337,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,13.0,45.0,2.26227762,1.68420772,1.163,chirp,4.287,2.069,1.074
2338,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,14.0,46.0,2.31972238,1.65379228,1.163,chirp,4.287,2.069,1.074
2339,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,2.291,1.669,1.163,15.0,47.0,2.40809895,1.6069993,1.163,chirp,4.287,2.069,1.074
2340,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,16.0,48.0,3.34254184,2.35745543,1.31,chirp,4.287,2.069,1.074
2341,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,17.0,49.0,3.36391593,2.3912659,1.31,chirp,4.287,2.069,1.074
2342,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,18.0,50.0,3.39063355,2.43352899,1.31,chirp,4.287,2.069,1.074
2343,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,19.0,51.0,3.42536645,2.48847101,1.31,chirp,4.287,2.069,1.074
2344,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.408,2.461,1.31,20.0,52.0,3.47880169,2.57299719,1.31,chirp,4.287,2.069,1.074
2345,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,21.0,53.0,3.77147839,3.96471105,0.91,chirp,4.287,2.069,1.074
2346,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,22.0,54.0,3.74389361,3.93574418,0.91,chirp,4.287,2.069,1.074
2347,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,23.0,55.0,3.70941264,3.89953559,0.91,chirp,4.287,2.069,1.074
2348,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,24.0,56.0,3.66458736,3.85246441,0.91,chirp,4.287,2.069,1.074
2349,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.687,3.876,0.91,25.0,57.0,3.59562541,3.78004723,0.91,chirp,4.287,2.069,1.074
2350,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,26.0,58.0,3.12959949,3.37230619,1.46,chirp,4.287,2.069,1.074
2351,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,27.0,59.0,3.09740374,3.39604294,1.46,chirp,4.287,2.069,1.074
2352,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,28.0,60.0,3.05715905,3.42571389,1.46,chirp,4.287,2.069,1.074
2353,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,29.0,61.0,3.00484095,3.46428611,1.46,chirp,4.287,2.069,1.074
2354,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,3.031,3.445,1.46,30.0,62.0,2.92435157,3.523628,1.46,chirp,4.287,2.069,1.074
2355,2020-01-23__00-12-10,3.0,35.0,chirp,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,loopback,,,,,,,,,,4.287,2.069,1.074
2356,2020-01-23__00-17-40,3.0,35.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,1.0,33.0,0.85771319,3.90990039,1.039,noise,4.287,2.069,1.074
2357,2020-01-23__00-17-40,3.0,35.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,2.0,34.0,0.89503133,3.92430026,1.039,noise,4.287,2.069,1.074
2358,2020-01-23__00-17-40,3.0,35.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,3.0,35.0,0.94167901,3.9423001,1.039,noise,4.287,2.069,1.074
2359,2020-01-23__00-17-40,3.0,35.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,4.0,36.0,1.00232099,3.9656999,1.039,noise,4.287,2.069,1.074
2360,2020-01-23__00-17-40,3.0,35.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.972,3.954,1.039,5.0,37.0,1.09561634,4.00169958,1.039,noise,4.287,2.069,1.074
2361,2020-01-23__00-17-40,3.0,35.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,6.0,38.0,0.81689747,2.24411235,0.98,noise,4.287,2.069,1.074
2362,2020-01-23__00-17-40,3.0,35.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,7.0,39.0,0.80321666,2.20652464,0.98,noise,4.287,2.069,1.074
2363,2020-01-23__00-17-40,3.0,35.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,8.0,40.0,0.78611565,2.15954001,0.98,noise,4.287,2.069,1.074
2364,2020-01-23__00-17-40,3.0,35.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,9.0,41.0,0.76388435,2.09845999,0.98,noise,4.287,2.069,1.074
2365,2020-01-23__00-17-40,3.0,35.0,noise,011100,0.0,1.0,1.0,1.0,0.0,0.0,False,24.0,23.0,0.0,capsule,0.775,2.129,0.98,10.0,42.0,0.72968233,2.00449073,0.98,noise,4.287,2.069,1.074
