filename,sources,id,channel,signal,floor,ceiling,west,south,east,north,fornitures,temperature,silence dB,artifacts
2020-01-29__18-01-49,directional,4,36,noise,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__18-02-10,directional,4,36,speech,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__17-43-49,directional,5,37,chirp,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__18-02-59,directional,5,37,noise,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__18-03-19,directional,5,37,speech,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__17-44-33,directional,6,38,chirp,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__18-04-00,directional,6,38,noise,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__18-04-20,directional,6,38,speech,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__18-05-22,omnidirectional,7,16,chirp,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__18-05-03,omnidirectional,7,16,noise,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__18-06-18,omnidirectional,7,16,speech,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__18-08-17,omnidirectional,8,16,chirp,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__18-09-05,omnidirectional,8,16,noise,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__18-09-25,omnidirectional,8,16,speech,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__17-45-18,omnidirectional,9,16,chirp,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__17-46-08,omnidirectional,9,16,noise,0,1,0,0,0,1,TRUE,24,23,0
2020-01-29__17-46-25,omnidirectional,9,16,speech,0,1,0,0,0,1,TRUE,24,23,0
